0;1.00000000430269
0.2;1.01737410028771
0.4;1.03476211039633
0.6;1.05217801572407
0.8;1.06963593212517
1;1.08715017963019
1.2;1.10473535436139
1.4;1.12240640386681
1.6;1.1401787068738
1.8;1.15806815856823
2;1.17609126264064
2.2;1.19426523151036
2.4;1.21260809635055
2.6;1.2311388288005
2.8;1.24987747657704
3;1.26884531560118
3.2;1.28806502175792
3.4;1.30756086603243
3.6;1.32735893754843
3.8;1.34748740001903
4;1.36797678836588
4.2;1.38886035384788
4.4;1.41017446807445
4.6;1.43195909890563
4.8;1.45425837466414
5;1.47712125758449
5.2;1.50060235339581
5.4;1.52476289194423
5.6;1.5496719246212
5.8;1.57540779927384
6;1.60205999401043
6.2;1.62973142057413
6.4;1.6585413498952
6.6;1.68862917357963
6.8;1.7201593059553
7;1.75332766917583
7.2;1.78837041805065
7.4;1.82557590276526
7.6;1.86530142852399
7.8;1.90799732387555
8;1.95424251179453
8.2;2.00479888520141
8.4;2.06069784263442
8.6;2.12338491077597
8.8;2.19497660539757
9;2.27875360305968
9.2;2.38021124370077
9.4;2.50965048130717
9.6;2.69019608117315
9.8;2.99563519248094
9.9;3.29885306123798
9.95;3.60097282815708
9.975;3.90254650202014
9.9875;4.20384734670504
10;6.99828600749089
10.0125;9.79217970369915
10.025;10.0929355818891
10.0375;10.268753580639
10.05;10.3934193298975
10.0625;10.4900565563204
10.075;10.568965198566
10.0875;10.6356395608732
10.1;10.693359254247
10.1125;10.7442396953801
10.125;10.7897252760616
10.325;11.2003710981447
10.525;11.4043622293279
10.725;11.540297993184
10.925;11.6418998408241
11.125;11.7227490253911
11.325;11.789690284578
11.525;11.8466609185782
11.725;11.8961348856403
11.925;11.9397685716916
12.125;11.978725480949
12.325;12.0138542050067
12.525;12.0457926772741
12.725;12.0750325648868
12.925;12.101960795825
13.125;12.126887321243
13.325;12.150064249252
13.525;12.1716993807458
13.725;12.1919660044051
13.925;12.2110101267325
14.125;12.2289559031481
14.325;12.2459097818778
14.525;12.2619637102002
14.725;12.2771976466438
14.925;12.2916815519489
15.125;12.3054769834064
15.325;12.3186383837518
15.525;12.3312141322449
15.725;12.3432474087112
15.925;12.354776909109
16.125;12.3658374422183
16.325;12.3764604303824
16.525;12.3866743322382
16.725;12.396505001573
16.925;12.4059759935471
17.125;12.4151088272792
17.325;12.4239232120465
17.525;12.4324372429834
17.725;12.440667571084
17.925;12.4486295514492
18.125;12.4563373730354
18.325;12.4638041726049
18.525;12.4710421351299
18.725;12.4780625825359
18.925;12.4848760523712
19.125;12.4914923677442
19.325;12.4979206996627
19.525;12.5041696227466
19.725;12.5102471651383
19.925;12.5161608533214
20;12.5183376986449
FIN
